position_name,company,address,salary,time
数据分析师(0349),祖龙娱乐,北京,1.5-2.5万/月,12-21
算法工程师,深圳市金证科技股份有限公司,北京,2.5-3万/月,12-21
运维工程师,广东道一信息技术股份有限公司,北京-朝阳区,1-2.5万/月,12-21
自然语言处理工程师,德龙智能投顾（北京）网络科技有限...,北京-朝阳区,2-2.5万/月,12-21
算法工程师,威创集团股份有限公司,北京-朝阳区,2-4万/月,12-21
企业直招前端工程师,明德博学（北京）教育科技有限公司,北京-海淀区,1-1.5万/月,12-21
云高级售后工程师,北京昆仑联通科技发展股份有限公司,北京,2.5-3.5万/月,12-21
软件测试工程师,深圳市思迪信息技术股份有限公司,北京-朝阳区,1-1.5万/月,12-21
中级自动化测试 （中信建投）,北京中德福林软件科技有限公司,北京-朝阳区,1-1.5万/月,12-21
数据挖掘工程师,古莘信息技术（广州）有限公司,北京,2.5-3.5万/月,12-21
高级JAVA工程师,金色大田科技有限公司,北京-海淀区,2-3万/月,12-21
运维工程师,中国司法大数据研究院有限公司,北京-海淀区,0.9-1.8万/月,12-21
云安全巡检工程师（安全）,杭州数梦工场科技有限公司,北京-海淀区,1.5-2万/月,12-21
软件产品开发经理,北京国信桥通信工程有限公司,北京-丰台区,2.5-3.5万/月,12-21
性能测试工程师,北京硬盒科技有限公司,北京,2-4万/月,12-21
初中级三维绑定师,十月猛犸动画,北京-朝阳区,6-8千/月,12-21
系统安全工程师,龙浩机场集团有限公司,北京-丰台区,0.8-1.5万/月,12-21
数据分析主管/数据运营主管,北京百乐惠企业管理服务有限公司,北京-朝阳区,1-1.5万/月,12-21
高级oracle数据库工程师,云和恩墨（北京）信息技术有限公司,北京,1.5-2万/月,12-21
风控经理/总监（风控策略方向）,微神马科技（大连）有限公司,北京-朝阳区,1.5-3.5万/月,12-21
计算机视觉研发工程师,央视市场研究股份有限公司,北京-西城区,1.5-3万/月,12-21
高薪聘请英文写手,宁波天巡教育信息咨询有限公司,异地招聘,3-4万/月,12-21
开发工程师,北京东方灵盾科技有限公司,北京-海淀区,1-2万/月,12-21
高级/资深Java服务器开发工程师(001064),启迪国信科技有限公司,北京,2-3.5万/月,12-21
后端开发工程师,北京经义坪科技有限公司,北京,2-5万/月,12-21
Javascript开发工程师,莱科德信息科技（天津）有限公司,北京-朝阳区,1-1.5万/月,12-21
DBA开发工程师,深圳市星河互动科技有限公司,北京-东城区,1.5-2万/月,12-21
Devops工程师,精硕科技(北京)股份有限公司,北京-海淀区,1.5-2.5万/月,12-21
资深产品验证工程师-数字前端,Cadence(北京楷登信息技术有限公司),北京-东城区,,12-21
信息技术总监-北京-00836,大爱城投资控股有限公司,北京-朝阳区,3-3.9万/月,12-21
高级算法工程师,火石创造（医健大数据）,异地招聘,2-4万/月,12-21
运维工程师,游艺春秋网络科技（北京）有限公司,北京-海淀区,4-8千/月,12-21
数据分析工程师0420,图谱天下（北京）科技有限公司,北京-东城区,0.8-1万/月,12-21
高级 MySQL BDA,杭州沃趣科技股份有限公司,北京-朝阳区,1.6-2万/月,12-21
FPGA验证工程师,辰芯科技有限公司,北京-海淀区,1.5-2万/月,12-21
运维工程师,上海蔚捷互联网金融信息服务有限公司,北京-海淀区,1.5-2.5万/月,12-21
Linux系统工程师(J10521),亚联集团,北京,1-1.5万/月,12-21
图像算法工程师-中国-00309,通联数据股份公司,异地招聘,2-4万/月,12-21
Linux运维工程师,北京中宇华兴科技有限公司,北京,1-1.5万/月,12-21
通信技术工程师,北京华琪软通技术有限公司,北京-海淀区,3-6千/月,12-21
图像算法处理/测试人员,哈尔滨新光光电科技有限公司,北京,1.5-2.5万/月,12-21
数据产品经理,北京亿美软通科技有限公司,北京,1-2万/月,12-21
日企汽车设计项目经理(编号106296) 英语必须,上海艾杰飞人力资源有限公司,北京,1.8-3.7万/月,12-21
区块链软件工程师-实习生,慢雪球投资管理（北京）有限责任公司,北京-海淀区,3-4.5千/月,12-21
大数据平台架构师,北京恒通博联科技有限公司,北京,1-3万/月,12-21
音频数据分析工程师,北京快鱼电子股份公司,北京-海淀区,0.8-1万/月,12-21
大数据开发工程师,上海芮美生物科技有限公司,北京-海淀区,20-70万/年,12-21
CRM数据分析师（顾问）,蓝色光标-欧泰谱（CRM营销服务）,北京-朝阳区,0.8-1.2万/月,12-21
DBA（MySQL数据库精通）,兰亭集势,北京,2-3万/月,12-21
大数据工程师,北京新联铁集团股份有限公司,北京-海淀区,1.5-3万/月,12-21
DBA,瑞幸咖啡（中国）有限公司,北京,1.5-3万/月,12-21
软件测试工程师,竹间智能科技（上海）有限公司,异地招聘,0.8-1.5万/月,12-21
用户运营,屹石资产管理（北京）有限公司,北京-朝阳区,0.8-1.2万/月,12-21
Data Analyst(004Q8L),施耐德电气（中国）有限公司,北京,1-1.5万/月,12-21
Linux运维工程师,北京德融吉春信息技术有限公司,北京-丰台区,8-9千/月,12-21
深度学习框架开发工程师J10904,展讯通信（上海）有限公司,异地招聘,2.5-3.5万/月,12-21
ASIC STA工程师-北京,北京展讯高科通信技术有限公司,北京,1.5-3万/月,12-21
嵌入式软件工程师(J10965),展讯通信（天津）有限公司,异地招聘,1.5-2.5万/月,12-21
Javascript开发工程师,IBM China,北京-朝阳区,1.5-2万/月,12-21
DDS R&D Internship Program (Beijing),丹佛斯中国北京办事处,北京,2-3千/月,12-21
嵌入式软件工程师 -变频器研发,丹佛斯（鞍山）控制阀有限公司,北京,0.8-2万/月,12-21
音视频处理解码工程师,北京神州天脉网络计算机有限公司,北京,1-1.5万/月,12-21
网络运维工程师（在线教育集团）五险一金福利好,北京教培师训网络科技股份有限公司,北京-海淀区,0.6-1万/月,12-21
电子产品硬件测试工程师,北京龙腾融智信息技术有限公司,北京-海淀区,1-1.5万/月,12-21
数据库运维管理,北京阿提拉科技有限公司,北京,1-1.5万/月,12-21
JAVA软件运营维护工程师,北京佳易慧通科技有限责任公司,北京,4.5-6千/月,12-21
Node.js开发工程师,北京思卓软件有限公司,北京-昌平区,0.6-2万/月,12-21
测试工程师,北京希瑞亚斯科技有限公司,北京-海淀区,1-1.5万/月,12-21
高级ASIC后端工程师（工作地点：泸州）,泸州倍赛达科技有限公司,异地招聘,2-2.5万/月,12-21
高级软件开发工程师,北京智控美信信息技术有限公司,北京,1.5-2.5万/月,12-21
资深运维工程师,北京清果金融信息服务有限公司,北京-朝阳区,0.7-1.5万/月,12-21
软件测试工程师,北京东方广视科技股份有限公司,北京-昌平区,0.6-1.2万/月,12-21
大数据开发工程师,北京中科建友科技股份有限公司,北京-房山区,1.1-1.2万/月,12-21
生物信息研发工程师,北京卓诚惠生生物科技股份有限公司,北京-昌平区,0.8-1万/月,12-21
软件测试工程师,易威德（北京）信息技术有限公司,北京-丰台区,1-2万/月,12-21
数据挖掘专员,融中集团,北京-朝阳区,0.8-1万/月,12-21
功能测试工程师,厦门至恒融兴信息技术有限公司,北京,0.8-1.6万/月,12-21
量化投资经理/总监,北京静帆科技有限公司,北京-海淀区,3-6万/月,12-21
计算机图形学研究员,是德科技（中国）有限公司Keysight,北京,37-50万/年,12-21
统计学习开发实习生,北京思路创新科技有限公司,北京-海淀区,3-4.5千/月,12-21
技术总监,北京寓客资产管理有限公司,北京-朝阳区,3-4万/月,12-21
高级运维经理,北京艺恩世纪数据科技股份有限公司,北京-朝阳区,1.3-2.5万/月,12-21
测试工程师,惠信易达征信服务（北京）有限公司,北京-朝阳区,0.7-1.4万/月,12-21
算法讲师/人工智能AI讲师/***,上海北风教育培训有限公司,北京-海淀区,800元/天,12-21
量化IT开发工程师,一体未来（北京）信息咨询有限公司,北京-朝阳区,2-3.5万/月,12-21
网络安全工程师,北京起鹏科技发展有限公司,北京,0.6-1.2万/月,12-21
运维工程师,北京博大光通物联科技股份有限公司,北京-大兴区,0.8-1万/月,12-21
嵌入式工程师,铁力山（北京）控制技术有限公司,北京-海淀区,0.6-1万/月,12-21
模拟器开发工程师,记忆科技（深圳）有限公司,北京-海淀区,2-2.5万/月,12-21
NLP算法工程师,联想（北京）有限公司 — 联想服务,北京-海淀区,2.5-3万/月,12-21
软件测试工程师,上海儒一信息科技有限公司,北京-海淀区,0.8-1.6万/月,12-21
高级运维工程师,中科浩鼎科技股份有限公司,北京-海淀区,1-1.3万/月,12-21
测试工程师,北京心更远科技发展有限公司,北京-朝阳区,1-1.5万/月,12-21
大数据运维工程师(北京）,上海派拉软件股份有限公司,异地招聘,1-1.5万/月,12-21
Linux运维工程师,恒赢智航科技有限公司,北京-海淀区,1-1.5万/月,12-21
软件工程师,北京安德医智科技有限公司,北京-丰台区,1.2-2.5万/月,12-21
DNS系统工程师,下一代互联网关键技术和评测北京市...,北京-大兴区,1-1.5万/月,12-21
医学数据工程师,北京飞鱼科技有限公司,北京-海淀区,2-4万/月,12-21
平台开发工程师,北京麦迪克斯科技有限公司,北京,1.5-2.5万/月,12-21
高薪急聘硕博写手写作团队文章编辑,武汉凌云天下网络科技有限公司,异地招聘,6-8千/月,12-21
生物信息研发工程师,北京优乐复生科技有限责任公司,北京-昌平区,1-1.5万/月,12-21
摄影测量工程师,河南省现代农业大数据产业技术研究...,异地招聘,1-2万/月,12-21
运维监控平台高级工程师,BJCP直通车项目组1,北京-海淀区,3-6万/月,12-21
大数据顾问,上海音智达信息技术有限公司,北京,0.8-1.5万/月,12-21
PHP高级开发工程师,清檬养老服务有限公司,北京-丰台区,1.5-2万/月,12-21
算法工程师(应届生),新智认知数据服务有限公司,北京-朝阳区,1-1.5万/月,12-21
系统运维工程师,君晟合众（北京）科技有限公司,北京-朝阳区,1.5-2.7万/月,12-21
AI算法工程师,北京寻宝天行网络技术有限公司,北京-朝阳区,1-3万/月,12-21
自动化测试工程师,用友网络科技股份有限公司,北京-海淀区,1-1.5万/月,12-21
游戏数据分析师,北京金刚游戏科技股份有限公司,北京-东城区,0.5-1万/月,12-21
系统架构师,珠海宏桥高科技有限公司,北京,2-2.5万/月,12-21
题库产品部-OCR算法工程师,好未来教育（原学而思教育),北京,1.5-2万/月,12-21
图像识别算法工程师,德联易控科技（北京）有限公司,北京-朝阳区,2.5-3.5万/月,12-21
数据应用（环保方向）工程师,北京蛙鸣华清环保科技有限公司,北京-朝阳区,0.8-1.2万/月,12-21
生物信息研发工程师（肿瘤方向）,福建和瑞基因科技有限公司北京分公司,北京-昌平区,1.5-2万/月,12-21
高级Web前端工程师,北京的卢深视科技有限公司,北京-海淀区,2.5-3.5万/月,12-21
架构师,北京云迹科技有限公司,北京-海淀区,2-3万/月,12-21
大数据讲师,北京晟景秀程教育科技有限责任公司,北京-海淀区,2-3.5万/月,12-21
数据分析师（产品方向）,量子数聚（北京）科技有限公司,北京-海淀区,0.6-1万/月,12-21
智能语音-C++工程师(机器学习方向)-北京,北京搜狗科技发展有限公司,北京-海淀区,2-5万/月,12-21
前端开发工程师,广州奔步电脑有限公司,北京-朝阳区,0.8-1万/月,12-21
高级研发工程师,航天四创科技有限责任公司,北京-丰台区,1.5-3万/月,12-21
算法工程师,北京君正集成电路股份有限公司,北京,0.7-1.5万/月,12-21
首席科学家（CTO）,北京盛德信联科技有限公司,北京-朝阳区,2.5-5万/月,12-21
中高级测试工程师,西安长涛网络小额贷款有限公司,北京-朝阳区,1-1.5万/月,12-21
测试专员php,北京大象联盟国际经贸中心,北京-海淀区,6-8千/月,12-21
测试工程师（亿街区本部）(J17516),远洋集团-客户服务业事业部-本部平台,北京-朝阳区,1-1.5万/月,12-21
数据分析师,中油龙慧自动化工程有限公司,北京-西城区,0.8-1万/月,12-21
大数据运维工程师,北京赫德阳数据通信科技有限公司,北京,1-1.5万/月,12-21
树莓派开发工程师,北京小牛奔奔科技有限公司,北京-丰台区,0.8-1.2万/月,12-21
Network Engineer,北京远程睿智商务咨询有限公司,北京,1.5-2万/月,12-21
软件工程师,龙腾视觉（北京）科技有限公司,北京-昌平区,1-1.5万/月,12-21
高级算法工程师(视觉\语言\机器学习),深圳市执行力企业管理顾问有限公司,北京,30-70万/年,12-21
IT主管,全时云商务服务股份有限公司,北京,1.5-2万/月,12-21
中高级Linux C/C++研发工程师,北京中宇万通科技股份有限公司,北京,0.8-1.5万/月,12-21
自然语言处理工程师（NLP）,北京麦达数字技术服务有限公司,北京-朝阳区,3.5-7万/月,12-21
Scratch编程老师,北京爱思创教育科技有限公司,北京-海淀区,10-15万/年,12-21
高级软件工程师,波科国际医疗贸易（上海）有限公司,北京,20-30万/年,12-21
测试工程师,深圳回收宝科技有限公司,北京-朝阳区,1-1.5万/月,12-21
Web前端开发工程师,北京联合货币兑换股份有限公司,北京-朝阳区,1.5-2.5万/月,12-21
互联网产品经理,北京远鉴科技股份有限公司,北京-海淀区,2-2.5万/月,12-21
软件测试实习生,北京特艺企业管理有限公司,北京-海淀区,180元/天,12-21
网络质量工程实习生,万宝盛华企业管理咨询（上海）有限...,北京,3-4千/月,12-21
高级运维开发,优维科技（深圳）有限公司,北京-朝阳区,1-2万/月,12-21
